Date,Four_cuts,Photoism,Haru_firm
2022-09-02,30.75079,7.34824,7.34824
2022-09-03,42.01277,9.50479,17.01277
2022-09-04,32.58785,7.82747,12.14057
2022-09-05,13.01916,7.26837,5.35143
2022-09-06,16.9329,6.3099,7.34824
2022-09-07,25.87859,4.47284,6.23003
2022-09-08,22.76357,4.71246,8.22683
2022-09-09,35.623,10.86261,17.01277
2022-09-10,44.88817,14.45686,15.25559
2022-09-11,51.59744,14.37699,16.61341
2022-09-12,50.31948,9.50479,16.61341
2022-09-13,28.59424,6.23003,7.98722
2022-09-14,27.71565,4.8722,10.46325
2022-09-15,23.5623,4.39297,9.26517
2022-09-16,25.95846,4.55271,8.86581
2022-09-17,46.64536,9.34504,14.21725
2022-09-18,37.0607,8.78594,14.53674
2022-09-19,23.96166,4.15335,6.15015
2022-09-20,20.76677,4.31309,5.99041
2022-09-21,21.64536,4.15335,6.62939
2022-09-22,14.85623,5.03194,4.79233
2022-09-23,20.28753,5.19169,4.79233
2022-09-24,41.3738,9.42492,13.73801
2022-09-25,35.30351,8.22683,13.09904
2022-09-26,21.64536,4.71246,7.90734
2022-09-27,19.88817,4.15335,5.35143
2022-09-28,21.40575,5.11182,7.02875
2022-09-29,23.72204,3.91373,8.54632
2022-09-30,23.64217,5.67092,6.15015
2022-10-01,38.65814,10.623,12.14057
2022-10-02,41.85303,9.50479,12.53993
2022-10-03,35.06389,7.98722,11.50159
2022-10-04,22.36421,3.99361,3.91373
2022-10-05,22.1246,3.91373,8.3067
2022-10-06,21.00638,4.55271,6.46964
2022-10-07,25.47923,6.38977,7.66773
2022-10-08,39.9361,8.86581,15.41533
2022-10-09,39.13738,8.3067,12.22044
2022-10-10,33.78594,7.90734,14.0575
2022-10-11,22.60383,4.23322,6.15015
2022-10-12,17.73162,4.8722,6.70926
2022-10-13,19.32907,2.23642,6.38977
2022-10-14,25.63897,5.03194,7.66773
2022-10-15,44.8083,10.30351,14.69648
2022-10-16,36.34185,7.26837,11.98083
2022-10-17,22.28434,3.91373,5.99041
2022-10-18,19.2492,3.67412,4.55271
